规则格网体积计算
	基本信息
--------------------------------------------------------------------------------------------------
基准高程:9
单位网格边长:1
网格纵向个数:56
网格横向个数:26
单位网格总数:1456
总体积:3055.323
填方体积:0
挖方体积:3055.323

	凸包点信息
--------------------------------------------------------------------------------------------------
点号          X坐标         Y坐标         高程          
20,29          3773.116       2865.174       11.193721491227 2.19372149122704
20,30          3774.116       2865.174       11.1269779635367 2.12697796353669
20,31          3775.116       2865.174       10.9913713914268 1.9913713914268
20,32          3776.116       2865.174       10.6697759443377 1.6697759443377
20,33          3777.116       2865.174       10.6508093455793 1.65080934557932
20,34          3778.116       2865.174       10.9127747861404 1.91277478614038
20,35          3779.116       2865.174       11.0526170094746 2.05261700947456
20,36          3780.116       2865.174       11.2184913502748 2.21849135027478
20,37          3781.116       2865.174       11.4908931319773 2.49089313197732
20,38          3782.116       2865.174       11.5428051579623 2.54280515796225
20,39          3783.116       2865.174       11.3244312909599 2.32443129095989
20,40          3784.116       2865.174       11.2405662262668 2.24056622626679
20,41          3785.116       2865.174       11.2881663510033 2.28816635100329
20,42          3786.116       2865.174       11.3968114730357 2.39681147303572
20,43          3787.116       2865.174       11.6291038467386 2.62910384673858
20,44          3788.116       2865.174       11.6572912419569 2.65729124195687
20,45          3789.116       2865.174       11.4241554177425 2.42415541774247
20,46          3790.116       2865.174       11.3344638466213 2.33446384662127
20,47          3791.116       2865.174       11.4373624516427 2.43736245164273
20,48          3792.116       2865.174       11.5043946245918 2.5043946245918
20,49          3793.116       2865.174       11.4185595459383 2.41855954593832
20,50          3794.116       2865.174       11.3646199453801 2.36461994538013
20,51          3795.116       2865.174       11.3500218751295 2.35002187512948
20,52          3796.116       2865.174       11.2988094644587 2.29880946445873
20,53          3797.116       2865.174       11.1812251893215 2.18122518932146
20,54          3798.116       2865.174       10.9631439104706 1.96314391047064
21,13          3757.116       2866.174       11.8360102764241 2.83601027642407
21,14          3758.116       2866.174       11.4058469167389 2.40584691673891
21,15          3759.116       2866.174       11.4085653561041 2.40856535610409
21,16          3760.116       2866.174       11.7965152928773 2.7965152928773
21,17          3761.116       2866.174       11.842423495882 2.84242349588195
21,18          3762.116       2866.174       11.7295723436414 2.72957234364135
21,19          3763.116       2866.174       11.5242959067659 2.52429590676592
21,20          3764.116       2866.174       11.271805106543 2.27180510654302
21,21          3765.116       2866.174       11.1358902399845 2.1358902399845
21,22          3766.116       2866.174       11.2470874545399 2.24708745453991
21,23          3767.116       2866.174       11.4237176461704 2.42371764617039
21,24          3768.116       2866.174       11.467556273265 2.46755627326498
21,25          3769.116       2866.174       11.4414954857558 2.44149548575579
21,26          3770.116       2866.174       11.3532642794896 2.3532642794896
21,27          3771.116       2866.174       11.2575867503817 2.25758675038166
21,28          3772.116       2866.174       11.2245695361741 2.22456953617407
21,29          3773.116       2866.174       11.1958147595001 2.19581475950007
21,30          3774.116       2866.174       11.1118407046025 2.11184070460248
21,31          3775.116       2866.174       10.9951155943631 1.99511559436313
21,32          3776.116       2866.174       10.9121423398279 1.91214233982788
21,33          3777.116       2866.174       10.8743305634962 1.87433056349621
21,34          3778.116       2866.174       10.8914875299796 1.89148752997965
21,35          3779.116       2866.174       11.0148096897121 2.01480968971208
21,36          3780.116       2866.174       11.1654385983129 2.16543859831294
21,37          3781.116       2866.174       11.3694337433978 2.36943374339777
21,38          3782.116       2866.174       11.4109478336044 2.41094783360445
21,39          3783.116       2866.174       11.2393318603315 2.23933186033153
21,40          3784.116       2866.174       11.1768560703536 2.17685607035356
21,41          3785.116       2866.174       11.2077015277107 2.20770152771069
21,42          3786.116       2866.174       11.2903739990846 2.29037399908459
21,43          3787.116       2866.174       11.4962819117737 2.49628191177365
21,44          3788.116       2866.174       11.5264771283847 2.52647712838467
21,45          3789.116       2866.174       11.3219085218605 2.32190852186053
21,46          3790.116       2866.174       11.2314331114446 2.23143311144456
21,47          3791.116       2866.174       11.3045633815702 2.30456338157025
21,48          3792.116       2866.174       11.3456082166217 2.34560821662173
21,49          3793.116       2866.174       11.2553405194013 2.25534051940125
21,50          3794.116       2866.174       11.186027808366 2.18602780836599
21,51          3795.116       2866.174       11.151780784517 2.15178078451699
21,52          3796.116       2866.174       11.1201866965054 2.12018669650539
21,53          3797.116       2866.174       11.065268658272 2.06526865827201
22,16          3760.116       2867.174       11.8809248750013 2.8809248750013
22,17          3761.116       2867.174       11.8449116818622 2.84491168186219
22,18          3762.116       2867.174       11.7207489207826 2.7207489207826
22,19          3763.116       2867.174       11.5523446282099 2.55234462820985
22,20          3764.116       2867.174       11.3635506065163 2.36355060651632
22,21          3765.116       2867.174       11.2670013993849 2.26700139938486
22,22          3766.116       2867.174       11.3082633742097 2.3082633742097
22,23          3767.116       2867.174       11.4024659232216 2.40246592322155
22,24          3768.116       2867.174       11.4351824049233 2.43518240492327
22,25          3769.116       2867.174       11.3812346306176 2.38123463061755
22,26          3770.116       2867.174       11.2746829055596 2.27468290555956
22,27          3771.116       2867.174       11.2284791484962 2.22847914849618
22,28          3772.116       2867.174       11.221708846937 2.22170884693704
22,29          3773.116       2867.174       11.161920215021 2.16192021502101
22,30          3774.116       2867.174       11.05551891982 2.05551891982001
22,31          3775.116       2867.174       11.0028050206666 2.00280502066661
22,32          3776.116       2867.174       10.9789197909221 1.97891979092213
22,33          3777.116       2867.174       10.8972117728538 1.89721177285376
22,34          3778.116       2867.174       10.8690821285199 1.86908212851993
22,35          3779.116       2867.174       10.934294188102 1.93429418810204
22,36          3780.116       2867.174       11.0213768720438 2.02137687204377
22,37          3781.116       2867.174       11.086666999219 2.086666999219
22,38          3782.116       2867.174       11.1196574425381 2.1196574425381
22,39          3783.116       2867.174       11.1002027435416 2.10020274354165
22,40          3784.116       2867.174       11.0787245787797 2.07872457877972
22,41          3785.116       2867.174       11.102019122131 2.10201912213099
22,42          3786.116       2867.174       11.1482460851819 2.14824608518185
22,43          3787.116       2867.174       11.1957567003548 2.1957567003548
22,44          3788.116       2867.174       11.1850578884408 2.18505788844084
22,45          3789.116       2867.174       11.1134267294087 2.11342672940869
22,46          3790.116       2867.174       11.0556925037731 2.05569250377314
22,47          3791.116       2867.174       11.0533391600065 2.05333916000647
22,48          3792.116       2867.174       11.0479503108503 2.04795031085031
22,49          3793.116       2867.174       11.0182344205985 2.01823442059848
22,50          3794.116       2867.174       10.9772183399249 1.97721833992489
22,51          3795.116       2867.174       10.9363898779691 1.93638987796907
22,52          3796.116       2867.174       10.9213270395501 1.92132703955014
22,53          3797.116       2867.174       10.9330655408511 1.93306554085106
23,19          3763.116       2868.174       11.5899591150473 2.58995911504732
23,20          3764.116       2868.174       11.4470499427968 2.44704994279683
23,21          3765.116       2868.174       11.3950662592879 2.39506625928792
23,22          3766.116       2868.174       11.3865026076338 2.38650260763377
23,23          3767.116       2868.174       11.3982907771538 2.39829077715378
23,24          3768.116       2868.174       11.3518307808432 2.35183078084316
23,25          3769.116       2868.174       11.2334536589718 2.23345365897177
23,26          3770.116       2868.174       11.1711050112927 2.17110501129273
23,27          3771.116       2868.174       11.1531974475125 2.15319744751246
23,28          3772.116       2868.174       11.1388979989223 2.13889799892229
23,29          3773.116       2868.174       11.1003894684735 2.10038946847347
23,30          3774.116       2868.174       11.0289550266109 2.02895502661087
23,31          3775.116       2868.174       10.969148944311 1.969148944311
23,32          3776.116       2868.174       10.9206638177223 1.92066381772229
23,33          3777.116       2868.174       10.830024948792 1.83002494879199
23,34          3778.116       2868.174       10.7426526557967 1.7426526557967
23,35          3779.116       2868.174       10.7483506033554 1.74835060335543
23,36          3780.116       2868.174       10.826462790822 1.82646279082199
23,37          3781.116       2868.174       10.9239044434941 1.92390444349414
23,38          3782.116       2868.174       10.9772348174028 1.97723481740279
23,39          3783.116       2868.174       10.9777469008117 1.97774690081171
23,40          3784.116       2868.174       10.961767082112 1.96176708211202
23,41          3785.116       2868.174       10.9617159902082 1.96171599020817
23,42          3786.116       2868.174       10.9860352105852 1.98603521058516
23,43          3787.116       2868.174       11.0116273817343 2.01162738173427
23,44          3788.116       2868.174       10.9886148774166 1.98861487741657
23,45          3789.116       2868.174       10.908535647574 1.90853564757403
23,46          3790.116       2868.174       10.8293686976828 1.82936869768277
23,47          3791.116       2868.174       10.8146182417754 1.81461824177545
23,48          3792.116       2868.174       10.7999785839492 1.79997858394924
23,49          3793.116       2868.174       10.7645806714093 1.76458067140926
23,50          3794.116       2868.174       10.7422320005976 1.74223200059759
23,51          3795.116       2868.174       10.6561956640577 1.65619566405768
23,52          3796.116       2868.174       10.6285116927454 1.62851169274541
24,22          3766.116       2869.174       11.3774604849877 2.37746048498769
24,23          3767.116       2869.174       11.3049630903933 2.30496309039328
24,24          3768.116       2869.174       11.2053650553043 2.20536505530431
24,25          3769.116       2869.174       11.0671138188974 2.06711381889739
24,26          3770.116       2869.174       11.0044716364933 2.00447163649329
24,27          3771.116       2869.174       11.0085277214446 2.00852772144461
24,28          3772.116       2869.174       11.0479260872197 2.0479260872197
24,29          3773.116       2869.174       11.0302016664473 2.03020166644734
24,30          3774.116       2869.174       10.9590496021348 1.95904960213476
24,31          3775.116       2869.174       10.8506841892901 1.85068418929013
24,32          3776.116       2869.174       10.7644555687155 1.76445556871547
24,33          3777.116       2869.174       10.6936505984486 1.69365059844857
24,34          3778.116       2869.174       10.5060055011025 1.50600550110247
24,35          3779.116       2869.174       10.4091100207911 1.40911002079112
24,36          3780.116       2869.174       10.5633790265293 1.56337902652933
24,37          3781.116       2869.174       10.7700735766063 1.77007357660629
24,38          3782.116       2869.174       10.8643487298967 1.86434872989672
24,39          3783.116       2869.174       10.8801386351533 1.88013863515333
24,40          3784.116       2869.174       10.8501517377705 1.85015173777049
24,41          3785.116       2869.174       10.7903476389756 1.79034763897562
24,42          3786.116       2869.174       10.7861748604407 1.78617486044068
24,43          3787.116       2869.174       10.8457904591913 1.84579045919125
24,44          3788.116       2869.174       10.8553592257802 1.85535922578025
24,45          3789.116       2869.174       10.7669669614017 1.76696696140167
24,46          3790.116       2869.174       10.6522602516271 1.65226025162709
24,47          3791.116       2869.174       10.6146140078384 1.61461400783843
24,48          3792.116       2869.174       10.5206819640101 1.52068196401006
24,49          3793.116       2869.174       10.435945440073 1.43594544007295
24,50          3794.116       2869.174       10.5121854243831 1.51218542438312
24,51          3795.116       2869.174       10.4970037066776 1.49700370667756
25,25          3769.116       2870.174       10.7684672054288 1.76846720542877
25,26          3770.116       2870.174       10.6996677974838 1.69966779748383
25,27          3771.116       2870.174       10.8604461327844 1.8604461327844
25,28          3772.116       2870.174       10.9525096853282 1.95250968532821
25,29          3773.116       2870.174       10.9155170684395 1.91551706843946
25,30          3774.116       2870.174       10.8176981396211 1.81769813962113
25,31          3775.116       2870.174       10.7437387487397 1.74373874873967
25,32          3776.116       2870.174       10.6659656152307 1.66596561523068
25,33          3777.116       2870.174       10.5724566882437 1.57245668824373
25,34          3778.116       2870.174       10.3718118772859 1.37181187728586
25,35          3779.116       2870.174       10.2528575820155 1.25285758201549
25,36          3780.116       2870.174       10.4339735508183 1.43397355081827
25,37          3781.116       2870.174       10.6708551008813 1.67085510088131
25,38          3782.116       2870.174       10.7643943796464 1.76439437964639
25,39          3783.116       2870.174       10.8000121984164 1.80001219841642
25,40          3784.116       2870.174       10.7541939250459 1.75419392504591
25,41          3785.116       2870.174       10.5395087987092 1.53950879870921
25,42          3786.116       2870.174       10.4917987437618 1.49179874376183
25,43          3787.116       2870.174       10.6869121296184 1.68691212961835
25,44          3788.116       2870.174       10.7823538127392 1.78235381273917
25,45          3789.116       2870.174       10.7466208915929 1.7466208915929
25,46          3790.116       2870.174       10.6518161852428 1.65181618524285
25,47          3791.116       2870.174       10.5670073600036 1.5670073600036
25,48          3792.116       2870.174       10.3723384265518 1.37233842655182
                                                                          
